kind,action_count,beta,User,Item,baseline_rho_mat,max_rho_mat,max_rank_mat,baseline_rank_mat,updated_baseline_rho_mat,updated_baseline_rank_mat,lift,updated_rank_gain,updated_lift,log_baseline_rho,log_max_rho,log_lift,fancy_kind,new_log_lift
Next K,5,1.0,918,1826.372,0.00028899348164283524,0.0003024560186007814,1636.342,,0.00028584268473110707,1692.24,1.054790363281195,55.898,1.0587090143315196,-8.40605763162446,-8.34901278182704,0.057044849797424045,Next K,0.024776610876713404
Next K,5,1.0,952,1771.738,0.00027077895309684076,0.0002828290573590181,1747.768,,0.00026963227637903273,1722.508,1.0686973378920013,-25.26,1.0491536110286308,-8.535294443076719,-8.487319087052274,0.047975356024441265,Next K,0.020839079745541826
Next K,5,1.0,986,1849.832,0.0002776952096058938,0.0002858073810656555,1791.014,,0.000279733536594056,1756.01,1.0285763967675916,-35.004,1.0218601889315324,-8.525403917368731,-8.503780422420958,0.021623494947768777,Next K,0.009391479625348996
Next K,5,1.0,1051,1826.426,0.0002780552478135788,0.00029932409143507377,1723.718,,0.0002799687861190439,1828.144,1.092202659428154,104.426,1.0701019875707602,-8.50998039527674,-8.442247671258176,0.06773272401857736,Next K,0.029425170702453363
Next K,5,1.0,1133,1875.726,0.00028330580047571476,0.0002961869516542519,1677.884,,0.0002842290590151892,1723.636,1.0623800302277198,45.752,1.0420451944422024,-8.492578286297574,-8.451397576001101,0.04118071029647564,Next K,0.017886555116307573
Next K,5,1.0,1168,1799.799599198397,0.00029726588713253915,0.00036093128645740027,1547.2324649298598,,0.0002991322340718672,1695.196392785571,1.1979041227940048,147.96392785571143,1.2165173084605052,-8.55414102738901,-8.358302871954471,0.19583815543453725,Next K,0.08511829239993397
Next K,5,1.0,1235,1821.332,0.0002704297573881868,0.00033079784184599425,1672.262,,0.0002723024222355893,1870.34,1.189182763165323,198.078,1.232881025716596,-8.486125872309248,-8.27711365361865,0.20901221869058811,Next K,0.09092116875486507
Next K,5,1.0,1244,1762.344,0.0002734624891096504,0.0002868294441108354,1743.892,,0.00027357750299408074,1794.184,1.0579364636226185,50.292,1.0495562610190512,-8.478462110744431,-8.430118759765675,0.04834335097874329,Next K,0.02100572371425096
Next K,5,1.0,1312,1867.954,0.0002663592775686367,0.00027681046357624266,1823.544,,0.00026685139823577397,1875.538,1.0422498637747966,51.994,1.0375298505368924,-8.462607337191278,-8.425765645223056,0.03684169196823018,Next K,0.016000600552285856
Next K,5,1.0,1315,1779.6152304609218,0.00029290222217250863,0.00032217137290640866,1579.7895791583167,,0.00029427818421720494,1794.9018036072143,1.100140835158668,215.1122244488978,1.097156074819833,-8.4165940170069,-8.323912093176162,0.09268192383074152,Next K,0.04026841208850185
Next K,5,1.0,1321,1834.01,0.0003040681456669128,0.0003081779999922648,1622.438,,0.00030295420441251586,1659.138,1.0231968521648622,36.7,1.0172659762370426,-8.339479014520409,-8.322360700857411,0.017118313662987824,Next K,0.007434519205691435
Next K,5,1.0,1324,1834.44,0.000306484499758644,0.0003151636936850848,1619.202,,0.0003053587498967852,1737.338,1.032272447649648,118.136,1.032277269806833,-8.349479699404958,-8.31771616498177,0.031763534423184706,Next K,0.013796364513751633
Next K,5,1.0,1332,1846.22,0.0003274573837406409,0.00034733995184566647,1480.3,,0.0003268507568909723,1525.89,1.0831273064254174,45.59,1.0636941471853398,-8.530462747944371,-8.468772339502658,0.06169040844170711,Next K,0.0268167696087142
Next K,5,1.0,1340,1813.03,0.0002830228311620404,0.0003326383305475655,1553.758,,0.0002808064262746951,1769.134,1.238230756969193,215.376,1.2121363774060034,-8.603508154593882,-8.413317953738904,0.1901902008549819,Next K,0.08355148503067286
Next K,5,1.0,1344,1856.818,0.0002728066219571088,0.0002775107479183764,1769.016,,0.0002750911662814289,1776.51,1.0200772611639226,7.494,1.0088118829411303,-8.591218800160599,-8.582445585477332,0.008773214683258443,Next K,0.0038101892126930046
Next K,5,1.0,1371,1795.694,0.00027585137943311934,0.00028051744426348677,1784.158,,0.00027597848003958324,1811.834,1.0160101584854224,27.676,1.0165021155309168,-8.443421722976403,-8.427054578669726,0.016367144306668878,Next K,0.0071082868229973215
Next K,5,1.0,1445,1844.374,0.000260003353968493,0.00026634745381943147,1831.418,,0.00025896132278569367,1779.97,1.0291823252981798,-51.448,1.0285109926337925,-8.617411547274957,-8.589300356197391,0.028111191077552496,Next K,0.012208937756251158
Next K,5,1.0,1446,1906.036,0.0003647933394208496,0.0003840720136994913,1293.134,,0.0003656916159067271,1338.516,1.0597699183987452,45.382,1.050476419113371,-8.179450184956314,-8.13020993947601,0.049240245480304624,Next K,0.02138630789486526
Next K,5,1.0,1473,1833.406,0.0002663018700719054,0.00027835475573848506,1789.53,,0.0002629817825076706,1873.276,1.0553558794465299,83.746,1.0590878381773647,-8.636585525195079,-8.579185216814853,0.05740030838022376,Next K,0.024931980932555827
Next K,5,1.0,1479,1815.948,0.0002713844022593719,0.0003024867401871813,1703.796,,0.0002646987596591824,1865.922,1.1414357188587505,162.126,1.145418840493184,-8.590113485357195,-8.454414730942334,0.1356987544148599,Next K,0.05896432235591357
Next K,5,1.0,1503,1902.200400801603,0.0002671453036510452,0.00028252089291178225,1783.8917835671343,,0.00026628145213581966,1859.693386773547,1.0580932502410119,75.80160320641282,1.0624049542104088,-8.444778280740215,-8.384264998184051,0.06051328255615656,Next K,0.026290087232174655
Next K,5,1.0,1512,1852.366,0.00028318294184982517,0.00033247549138750517,1519.448,,0.0002833912673308472,1775.708,1.1814485271831403,256.26,1.178193420329027,-8.402022230395445,-8.2381949297169,0.1638273006785435,Next K,0.07121659307084932
Next K,5,1.0,1522,1787.146,0.0002779939724875549,0.0003019456686653107,1705.998,,0.00028104434795668917,1845.796,1.0782467746635769,139.798,1.077047989607448,-8.455204960057015,-8.381012705428217,0.07419225462879661,Next K,0.032235054419040544
Next K,5,1.0,1590,1837.254,0.00031112780364634014,0.0003156944187886818,1614.088,,0.0003107215041882681,1625.66,1.01722377590222,11.572,1.0159748896501761,-8.395054976492395,-8.379207038180866,0.015847938311526248,Next K,0.006882974265684917
Next K,5,1.0,1607,1856.778,0.00029511378666074447,0.0003963597005488414,1477.788,,0.0002919414951828503,1786.596,1.3963656335542887,308.808,1.4061900185372864,-8.69814027439155,-8.359015328019334,0.3391249463722229,Next K,0.14804401088737207
Next K,5,1.0,1619,1877.714,0.0002636280409747194,0.0002657962211798042,1842.688,,0.0002634977350704224,1828.904,1.0076993333450877,-13.784,1.0087314942046308,-8.48329100548398,-8.474597422577796,0.008693582906198006,Next K,0.0037755804056825893
Next K,5,1.0,1716,1788.0300601202405,0.0003195557763150098,0.00035225398995065847,1470.0080160320642,,0.0003176888744646636,1670.9298597194388,1.126544671203347,200.92184368737475,1.1110428067403106,-8.458884311800121,-8.353760221998808,0.10512408980131423,Next K,0.04573079194983673
Next K,5,1.0,1734,1882.076,0.0002685727079646321,0.00029515595093778144,1754.918,,0.00026746077303250136,1873.922,1.0985570414041004,119.004,1.1064370081235517,-8.481775672706698,-8.380658063307516,0.10111760939918153,Next K,0.043926693633291186
Next K,5,1.0,1747,1817.236,0.0003249875772216332,0.0003303107877835786,1532.846,,0.00032438638174990336,1591.256,1.016042194492651,58.41,1.018744515879416,-8.252600976614444,-8.2340544712369,0.018546505377541874,Next K,0.008065283853830917
Next K,5,1.0,1762,1909.376,0.0002810854067706973,0.00030310045552905225,1701.652,,0.00028082965850558764,1876.046,1.0669208638933991,174.394,1.082852047883237,-8.43229685926851,-8.352751694862,0.07954516440652479,Next K,0.03456912220489327
Next K,5,1.0,1763,1929.092,0.0003343156195130435,0.0003425779437304195,1444.226,,0.00033531839645120734,1562.8,1.0350099119994434,118.574,1.021681025931361,-8.185398236180752,-8.163950198532815,0.021448037647933668,Next K,0.009315327990168688
Next K,5,1.0,1825,1823.782,0.00029280696639131344,0.00031030318433013444,1677.972,,0.00029134012368801405,1832.682,1.0695441580356728,154.71,1.0682006775081403,-8.445802152801912,-8.379860791871016,0.0659413609309121,Next K,0.02865284908523744
Next K,5,1.0,1919,1799.8537074148296,0.00033811465702625364,0.00039002301208234037,1347.0761523046092,,0.0003207804737955397,1554.4669338677354,1.1382774267627798,207.39078156312624,1.2260815414565882,-8.292110936023771,-8.088443249212029,0.20366768681175368,Next K,0.08851935421749617
Next K,5,1.0,1948,1808.458,0.00028295114819063515,0.00028590879355072397,1761.034,,0.00028175463383445053,1826.09,1.015085603244223,65.056,1.0147668564123529,-8.40890922945124,-8.394250728288416,0.01465850116283393,Next K,0.006366274166280038
Next K,5,1.0,1966,1878.9819639278558,0.0002793875530602152,0.0003035443524318582,1688.809619238477,,0.000277804797613191,1850.7895791583167,1.0879545518095743,161.97995991983967,1.0936579030502405,-8.527183735388677,-8.43766521163421,0.0895185237544843,Next K,0.03888149562477814
Next K,5,1.0,1994,1858.896,0.0002694207889304334,0.00027507403515445854,1796.582,,0.0002689690822931728,1850.768,1.0349575609051311,54.186,1.0227695470679654,-8.467476132034385,-8.444962341892703,0.022513790141672423,Next K,0.009777788441867778
Next K,5,1.0,2052,1828.084,0.00028333588241986906,0.00031837264740276706,1616.866,,0.0002799225010002515,1878.75,1.153929254848958,261.884,1.1476237615374898,-8.524094991831822,-8.386654510076479,0.13744048175534335,Next K,0.059799531729572496
Next K,5,1.0,2058,1785.803607214429,0.00029567771694963773,0.00029811243581258666,1665.7895791583167,,0.00029269472917882125,1715.9258517034068,1.0081016602168489,50.13627254509018,1.0185261759916886,-8.454215378071984,-8.435858842534735,0.018356535537250418,Next K,0.007972194791920031
Next K,5,1.0,2080,1795.286,0.000281393976099444,0.00036320146064164105,1424.766,,0.00028001202625319,1838.29,1.3129107630691377,413.524,1.3316304365984415,-8.488057699665019,-8.203863661788407,0.28419403787661074,Next K,0.124383713111008
Next K,5,1.0,2206,1842.16,0.0002838078751996124,0.000308929917602833,1656.854,,0.0002832141104009452,1843.266,1.1356562955369416,186.412,1.093059191127796,-8.475147809968052,-8.386370749550522,0.08877706041752906,Next K,0.0386436804164397
Next K,5,1.0,2239,1879.494,0.00027425738712654943,0.00028564118767991826,1774.432,,0.00027625320327041744,1796.958,1.0422231513999571,22.526,1.0343163930729462,-8.440466475837765,-8.40672857883721,0.03373789700054931,Next K,0.014653407952622283
Next K,5,1.0,2240,1799.326,0.000282896989736986,0.000285539178504361,1757.184,,0.0002831829361604053,1800.914,1.006957742247794,43.73,1.008368211054243,-8.467105511782526,-8.458772170486496,0.008333341296026715,Next K,0.003619146027276376
Next K,5,1.0,2250,1840.636,0.0003034841653285257,0.00031370825576241315,1604.688,,0.0003032112607581257,1730.822,1.042199276243907,126.134,1.0349698230018032,-8.396179317284963,-8.3618135165881,0.03436580069686724,Next K,0.014927687092589357
Next K,5,1.0,2257,1924.182,0.00030231773816471596,0.0003113144583793638,1626.416,,0.0003030313928264692,1701.216,1.0358840436978172,74.8,1.0275459188851739,-8.364239451061895,-8.337068516121802,0.027170934940091953,Next K,0.011801238696865168
Next K,5,1.0,2308,1836.638,0.00027723045062205324,0.00036206940884959954,1526.134,,0.0002966851390166914,1825.044,1.3106319292277258,298.91,1.2463449069679429,-8.466083707566106,-8.246471651191257,0.21961205637484021,Next K,0.0956382433382551
Next K,5,1.0,2343,1833.324,0.00029845411945203607,0.00034412510444588616,1514.44,,0.00029175650377271967,1838.196,1.1699740820576334,323.756,1.1912375210568575,-8.3901985694254,-8.21560892413468,0.17458964529072252,Next K,0.07599836416933507
Next K,5,1.0,2356,1870.446,0.00028127866431953275,0.00028737085928265215,1743.672,,0.00028090633635931045,1868.512,1.0464461478928304,124.84,1.023162284180708,-8.437068472044306,-8.414172172278644,0.022896299765660613,Next K,0.00994452279771738
Next K,5,1.0,2364,1816.54,0.0002846216907939158,0.0003120689632154767,1602.658,,0.00028258595898125966,1785.974,1.1582467754038979,183.316,1.106497937301479,-8.432097772059624,-8.331003234984067,0.10109453707555673,Next K,0.04395060866596947
Next K,5,1.0,2427,1874.63,0.00027255718533312595,0.0002823590757711629,1808.838,,0.0002729330228235683,1889.076,1.0410998516594498,80.238,1.0353952715389183,-8.559222718596772,-8.524449201201843,0.034773517394934166,Next K,0.015106177306794515
Next K,5,1.0,2444,1908.0901803607214,0.00029211887864232113,0.0003042666852662853,1647.376753507014,,0.00029294262834072133,1741.8657314629259,1.0534108566530664,94.48897795591182,1.0388998332713588,-8.38135119896936,-8.343192903290063,0.0381582956793044,Next K,0.016573676571043902
Next K,5,1.0,2481,1886.136,0.00027824346646262375,0.0003180929005878769,1699.67,,0.0002803987318319967,1778.326,1.1567036720920922,78.656,1.1394626834375956,-8.634782536934576,-8.50428711114373,0.13049542579085413,Next K,0.05670010692534007
Next K,5,1.0,2545,1878.402,0.0002871329315276722,0.00029568146072621245,1709.114,,0.00028629085296878997,1801.174,1.0560044495500929,92.06,1.0317321368767656,-8.421694895710674,-8.39066436584068,0.031030529869980224,Next K,0.01356695836068831
Next K,5,1.0,2562,1842.222,0.0002729434826742053,0.0002738495637443842,1828.41,,0.00027290711290542527,1849.876,1.0033196655267176,21.466,1.003453375871843,-8.48212829591462,-8.478680869252607,0.0034474266620146536,Next K,0.0014971983760832513
Next K,5,1.0,2676,1845.714,0.0002857333088429272,0.0002918555776287675,1726.906,,0.000285283143963159,1847.166,1.0272026502058296,120.26,1.0230668799287055,-8.46341322803617,-8.440608632543643,0.02280459549252463,Next K,0.009904025339317753
Next K,5,1.0,2703,1820.912,0.00027487408827507295,0.0002880636691921092,1720.706,,0.00027311605875493506,1794.94,1.0505013300079955,74.234,1.0556892509911284,-8.442143927391907,-8.38797771516775,0.05416621222415752,Next K,0.02353609959880153
Next K,5,1.0,2710,1863.168,0.0002820671417647536,0.00028433806087601416,1764.024,,0.00028204393695551843,1866.834,1.0080782674662643,102.81,1.008161205834463,-8.496926795771621,-8.48879885367373,0.008127942097877828,Next K,0.003529981719294074
Next K,5,1.0,2724,1831.872,0.00026086128294366387,0.00033959734267861917,1548.048,,0.00025359791188607304,1848.9,1.2988766176138684,300.852,1.3699478125695947,-8.63279005693039,-8.319549551427947,0.3132405055024554,Next K,0.13670402325513356
Next K,5,1.0,2743,1855.216,0.000268286628727709,0.0003085284390622588,1732.648,,0.0002660438569862588,1793.65,1.200190167044838,61.002,1.172548110173273,-9.105346636932376,-8.946408478971204,0.15893815796117106,Next K,0.06913067104948789
Next K,5,1.0,2750,1838.3446893787575,0.0002809412497349514,0.00032538271969125124,1619.058116232465,,0.00027686367552235666,1803.8376753507014,1.156009829412374,184.77955911823648,1.1810749201072313,-8.442991670997241,-8.276640260060706,0.16635141093653832,Next K,0.07227744745021816
Next K,5,1.0,2765,1910.036,0.0002823619631777407,0.00028769950435699723,1738.388,,0.00028154023974123185,1887.452,1.0230358957419639,149.064,1.022042137527408,-8.40929965149056,-8.38749871759455,0.02180093389601047,Next K,0.009468801589676378
Next K,5,1.0,2771,1854.156,0.0002862427495296391,0.0003101629484031116,1686.214,,0.00029007676747301185,1795.366,1.0644705774133238,109.152,1.0739335488277681,-8.44064019684808,-8.369339430306722,0.07130076654135928,Next K,0.03097740960352239
Next K,5,1.0,2776,1937.803607214429,0.0003459869176262733,0.0003984972022260621,1276.3466933867735,,0.00034672620037501937,1437.9178356713426,1.1446033249639336,161.57114228456913,1.16074170357187,-8.219414047208641,-8.070850071156727,0.14856397605191393,Next K,0.06473558821946691
Next K,5,1.0,2803,1905.224,0.0002767092451991228,0.00028243572722156887,1743.956,,0.00027697019883158474,1736.928,1.0244139498045375,-7.028,1.0198099022130258,-8.39083675290764,-8.371221206531844,0.019615546375805724,Next K,0.008519224591248029
Next K,5,1.0,2850,1921.8256513026051,0.00027721765341664285,0.00031621986178611265,1655.2965931863728,,0.00027564644565743717,1808.7014028056112,1.1325564001982242,153.40480961923848,1.1532099067347952,-8.48697652096071,-8.344561101309926,0.14241541965078422,Next K,0.061908364570987175
Next K,5,1.0,2902,1807.184,0.0002781875363227426,0.0002791854288357041,1774.828,,0.0002783110788489277,1685.498,1.0049150810188494,-89.33,1.0031413279381514,-8.386889947753575,-8.383753547056351,0.0031364006972175486,Next K,0.0013621230701166807
Next K,5,1.0,2971,1930.384,0.00028632447589963943,0.00028799018575876944,1709.33,,0.00028683911129013406,1725.85,1.0079047597255317,16.52,1.004011300922856,-8.445470961214165,-8.441467691202984,0.004003270011178787,Next K,0.0017386011564262153
Next K,5,1.0,2982,1751.814,0.00027049746524327427,0.0002731346552641481,1792.578,,0.0002720640067062303,1824.358,1.0108800105925733,31.78,1.0039428768458671,-8.451654530160273,-8.447719412961801,0.003935117198469306,Next K,0.0017090026731479868
Next K,5,1.0,3012,1934.946,0.00032231525297580637,0.00032335284010461674,1532.726,,0.00032225474498197683,1618.786,1.003474600746666,86.06,1.0034043032670366,-8.299327828790611,-8.295929313041949,0.0033985157486669786,Next K,0.001475959240188561
Next K,5,1.0,3034,1966.6633266533065,0.00027819604253035514,0.0003268480209564333,1626.8496993987976,,0.0002790972182759431,1802.741482965932,1.1698160580830714,175.89178356713427,1.1830705161355313,-8.558903351928793,-8.391075927134292,0.16782742479450577,Next K,0.07301063123472978
Next K,5,1.0,3037,1860.934,0.00028393333688470486,0.00030286458560071307,1662.944,,0.00028264956397254433,1755.114,1.0716469260225507,92.17,1.072868503308855,-8.556570787182128,-8.48625706403192,0.07031372315020688,Next K,0.030546495696646837
Next K,5,1.0,3067,1801.922,0.00026696623884399525,0.0002881277410759822,1727.678,,0.0002650911617984735,1854.75,1.0791992278522324,127.072,1.0899357961298142,-8.555819095589065,-8.469825689655776,0.08599340593329871,Next K,0.03740091609862984
Next K,5,1.0,3078,1823.756,0.00028107090157488535,0.00030348211731665546,1678.988,,0.00027704600970973446,1749.074,1.0963531998554372,70.086,1.0969901597003697,-8.574763394503517,-8.48223503456556,0.09252835993796275,Next K,0.040202731852744616
Next K,5,1.0,3109,1798.3827655310622,0.0003028892629057342,0.0003056631092682277,1665.7014028056112,,0.0003027143613403717,1709.2044088176353,1.0080568331972843,43.503006012024045,1.0093912170439574,-8.509071407480466,-8.499735238402703,0.009336169077760102,Next K,0.004059521513241649
Next K,5,1.0,3112,1758.84,0.0002558900041247125,0.00028452821026435496,1734.488,,0.00025796960951990556,1871.646,1.1180268909196114,137.158,1.1058531235822198,-8.538297138785692,-8.437716996441626,0.10058014234406479,Next K,0.043697448981676296
Next K,5,1.0,3160,1897.894,0.00026457270837569147,0.0002777050094508444,1806.466,,0.0002647555641673225,1855.046,1.0495017459341367,48.58,1.049192789863556,-8.520146648711236,-8.472128511541845,0.04801813716940319,Next K,0.020855297422289726
Next K,5,1.0,3172,1840.372,0.0002834924228778267,0.000293650727553337,1689.78,,0.00028334396934883907,1874.408,1.046120569974119,184.628,1.0366420904935598,-8.414282784013697,-8.378300286177625,0.03598249783609011,Next K,0.01562883840085601
Next K,5,1.0,3247,1746.304,0.0002540306400351312,0.0002674673958377384,1835.044,,0.0002556040925072955,1746.2,1.0626278096078783,-88.844,1.0473046327622548,-8.671389903346782,-8.625190977485644,0.04619892586112508,Next K,0.020073024643965598
Next K,5,1.0,3290,1862.57,0.000267292223622029,0.0002793925767109677,1785.674,,0.0002656120336770297,1907.492,1.0503509697908615,121.818,1.0521439460303594,-8.628262167536498,-8.57743778716901,0.05082438036750006,Next K,0.02207516062578089
Next K,5,1.0,3307,1948.5430861723446,0.00033835846146233105,0.00037459637505288435,1357.751503006012,,0.00033921634858542115,1468.8637274549098,1.1187259559018667,111.11222444889779,1.1071855889171849,-8.288684792477161,-8.186944238940987,0.10174055353617054,Next K,0.044220424390070706
Next K,5,1.0,3412,1806.79,0.00028364084304974323,0.0002967822867237133,1707.734,,0.0002856308309893802,1776.698,1.0590429637525205,68.964,1.039179353237488,-8.512111552262875,-8.473681987083495,0.03842956517939484,Next K,0.01669050944285351
Next K,5,1.0,3432,1943.9699398797595,0.0002893345824974079,0.00032258380448063384,1625.246492985972,,0.0002908319332293587,1819.8436873747496,1.1100971677127711,194.59719438877755,1.1161977786844233,-8.51976476807578,-8.41007473602719,0.10969003204856874,Next K,0.04774115390357887
Next K,5,1.0,3458,1837.336,0.00026623957482049983,0.0002811810367873876,1765.922,,0.0002665451497890027,1875.336,1.0612291274232446,109.414,1.0558707987696032,-8.638748820248837,-8.584392156981824,0.05435666326701779,Next K,0.023610779169099906
Next K,5,1.0,3460,1950.1823647294589,0.0002753091327849989,0.000276376112008961,1821.0781563126252,,0.00027529258479296086,1924.8917835671343,1.0059735286108842,103.81362725450902,1.0039363039792346,-8.527040400371545,-8.523111835661227,0.0039285647103205245,Next K,0.0017061593151052694
Next K,5,1.0,3465,1816.002,0.0002633524964102101,0.0002689092300155093,1850.088,,0.0002617879029229348,1823.474,1.0248635049904005,-26.614,1.027435450960153,-8.512738456534212,-8.485675870045243,0.027062586488964802,Next K,0.011754546682023543
Next K,5,1.0,3568,1893.892,0.0003004431256541678,0.0003272265913123691,1543.67,,0.0002856609254196107,1559.866,1.0957901362626414,16.196,1.146781878980222,-8.462484595391922,-8.325558590867228,0.1369260045246932,Next K,0.059480821769150406
Next K,5,1.0,3585,1796.318637274549,0.0002638730745599648,0.00028358595175674193,1756.1402805611222,,0.0002618066559952577,1682.7975951903807,1.074329003770678,-73.34268537074148,1.0850663401158795,-8.814417425488836,-8.732832930588556,0.08158449490026715,Next K,0.0354562914246329
Next K,5,1.0,3620,1853.53,0.00028372430596736983,0.0003119234322028054,1615.112,,0.0002820668410328787,1634.602,1.0952543593854722,19.49,1.108518089603106,-8.686090532208866,-8.583105643564826,0.10298488864403245,Next K,0.044742784641040735
