inner_id,num_rating,avg_rating,avg_rating_q,beta,access_type,access,log_access
365,32,3.471268718652403,"(3.316, 4.145]",2.0,baseline,2.761623100056758e-05,-4.558835593221104
395,2,5.191968219821701,"(4.807, 9.624]",2.0,baseline,0.0001025428802223806,-3.98909448826953
419,14,5.399978518958898,"(4.807, 9.624]",2.0,baseline,0.000296701958719069,-3.5276795866185293
434,14,3.3811316224009063,"(3.316, 4.145]",2.0,baseline,4.858961828841902e-05,-4.313456512665424
435,13,3.6315666851425097,"(3.316, 4.145]",2.0,baseline,9.034380707089716e-05,-4.044101612301904
444,51,4.107703334095275,"(3.316, 4.145]",2.0,baseline,0.00011032656232371601,-3.9573199138353163
470,17,4.372604412281655,"(4.145, 4.807]",2.0,baseline,0.00011032639670421504,-3.9573205657879185
476,54,3.795674777876281,"(3.316, 4.145]",2.0,baseline,5.9056712720402165e-05,-4.228730730874542
495,5,4.118308618688765,"(3.316, 4.145]",2.0,baseline,4.026961561649146e-05,-4.395022515821757
515,2,3.239254821104285,"(0.692, 3.316]",2.0,baseline,3.809809666645132e-05,-4.419096720594858
522,189,4.7160624698861,"(4.145, 4.807]",2.0,baseline,0.00011579032196169172,-3.936327738486661
541,14,4.381288524744329,"(4.145, 4.807]",2.0,baseline,6.939484634749746e-05,-4.1586727815041105
558,9,3.8347786122745497,"(3.316, 4.145]",2.0,baseline,7.533256853633933e-05,-4.123017224627133
584,114,3.306076319631194,"(0.692, 3.316]",2.0,baseline,2.3538062439165187e-05,-4.628229289436989
619,44,4.3958206079762805,"(4.145, 4.807]",2.0,baseline,0.00010362721388838319,-3.9845261780895562
639,2,3.5167532421438485,"(3.316, 4.145]",2.0,baseline,2.042321266458863e-05,-4.6898759403706425
659,9,3.5889951483615983,"(3.316, 4.145]",2.0,baseline,7.027048027047083e-05,-4.153227078224521
720,10,3.4190431019148813,"(3.316, 4.145]",2.0,baseline,5.944562080527504e-05,-4.225880133142092
812,2,2.70805020110221,"(0.692, 3.316]",2.0,baseline,1.452748377701916e-05,-4.837809600869742
841,133,5.458790512540725,"(4.807, 9.624]",2.0,baseline,8.555991593919107e-05,-4.067729650785449
853,11,3.7053245995236894,"(3.316, 4.145]",2.0,baseline,6.652574896078429e-05,-4.177010227371015
874,36,4.358582108954898,"(4.145, 4.807]",2.0,baseline,6.550687050189553e-05,-4.183713147877211
876,157,4.467926281470805,"(4.145, 4.807]",2.0,baseline,8.049350945429662e-05,-4.0942391372945774
901,21,4.347043711146194,"(4.145, 4.807]",2.0,baseline,4.614102821012513e-05,-4.335912731856362
902,5,3.6791001053004124,"(3.316, 4.145]",2.0,baseline,3.514039974357154e-05,-4.454193302446875
926,4,3.9862874610339913,"(3.316, 4.145]",2.0,baseline,7.737763588784845e-05,-4.111384543373452
945,2,4.306978429924273,"(4.145, 4.807]",2.0,baseline,4.176305243758451e-05,-4.379207766510766
971,6,4.593476078730798,"(4.145, 4.807]",2.0,baseline,6.037781082841115e-05,-4.219122637625885
989,64,4.550011066552929,"(4.145, 4.807]",2.0,baseline,5.4594017270458656e-05,-4.262854947199803
1046,3,2.599917772762416,"(0.692, 3.316]",2.0,baseline,1.0449761304766338e-05,-4.980893629668409
1068,1,0.6931471805599453,"(0.692, 3.316]",2.0,baseline,1.7254512748980086e-06,-5.763097300262211
1100,25,4.4746983791491255,"(4.145, 4.807]",2.0,baseline,5.3394107055621716e-05,-4.272506672080995
1156,7,4.548489758640172,"(4.145, 4.807]",2.0,baseline,0.00013981288076705847,-3.8544528157980453
1170,23,5.229048869697798,"(4.807, 9.624]",2.0,baseline,0.00013178246138837837,-3.880142385106834
1176,10,5.198252934277438,"(4.807, 9.624]",2.0,baseline,0.00018867324715612086,-3.7242896760733366
1182,16,4.52243738321512,"(4.145, 4.807]",2.0,baseline,7.081864974962129e-05,-4.149852357892493
1197,36,4.26127746131473,"(4.145, 4.807]",2.0,baseline,0.00012769334936713511,-3.8938317214395557
1205,7,2.756493605768113,"(0.692, 3.316]",2.0,baseline,1.9295052365411307e-05,-4.714554038446391
1222,18,5.00641264361523,"(4.807, 9.624]",2.0,baseline,0.0001187995150010659,-3.9251853323581147
1240,1,3.784189633918261,"(3.316, 4.145]",2.0,baseline,2.2100214315800907e-05,-4.6556035147439205
1320,33,3.9456990314483775,"(3.316, 4.145]",2.0,baseline,5.878406539460999e-05,-4.230740382241078
1335,4,3.2167542077625044,"(0.692, 3.316]",2.0,baseline,4.4090776459676394e-05,-4.355652252972643
1481,56,5.6148521039600405,"(4.807, 9.624]",2.0,baseline,0.00022631880784424325,-3.6452793532323593
1505,2,4.949815061104411,"(4.807, 9.624]",2.0,baseline,6.900747058551133e-05,-4.161103891024477
1519,2,2.406092177686209,"(0.692, 3.316]",2.0,baseline,1.2219101687129612e-05,-4.912960720988962
1532,7,4.400916709453574,"(4.145, 4.807]",2.0,baseline,5.676733159425581e-05,-4.245901519745465
1549,11,3.067074763924659,"(0.692, 3.316]",2.0,baseline,3.547134979098754e-05,-4.450122285009196
1595,16,4.703290940285009,"(4.145, 4.807]",2.0,baseline,0.00011593980414296066,-3.935767437618027
1654,2,3.614194225786802,"(3.316, 4.145]",2.0,baseline,3.079597710389647e-05,-4.511506011930978
1700,40,3.3695289993968904,"(3.316, 4.145]",2.0,baseline,4.765983142561454e-05,-4.321847498100659
1727,48,4.2225492757040515,"(4.145, 4.807]",2.0,baseline,5.8063138214842786e-05,-4.236099494984588
1795,10,3.424262443815364,"(3.316, 4.145]",2.0,baseline,5.2479580456431086e-05,-4.280009645549035
1834,31,4.35834965857981,"(4.145, 4.807]",2.0,baseline,0.00014622019532090113,-3.834992640300782
1835,3,3.8731124758879445,"(3.316, 4.145]",2.0,baseline,4.33269984653718e-05,-4.363241396243211
1853,22,4.367389504093889,"(4.145, 4.807]",2.0,baseline,9.782081185472367e-05,-4.009568737113147
1885,20,4.702409730665296,"(4.145, 4.807]",2.0,baseline,0.00014578580254868815,-3.836284768027551
1913,1,4.23410650459726,"(4.145, 4.807]",2.0,baseline,1.4659565853273788e-05,-4.833878891244648
1971,1,2.1972245773362196,"(0.692, 3.316]",2.0,baseline,5.881519826595323e-06,-5.230510434635538
2017,1,4.290459441148391,"(4.145, 4.807]",2.0,baseline,4.0315477452854836e-05,-4.394528192520653
2031,13,4.533902671231285,"(4.145, 4.807]",2.0,baseline,5.5631262075711864e-05,-4.254681087348405
2055,2,3.005633587202081,"(0.692, 3.316]",2.0,baseline,1.1322773938485774e-05,-4.9460471633777425
2062,2,3.8130413790361906,"(3.316, 4.145]",2.0,baseline,7.545984316857253e-05,-4.122284101746928
2101,21,3.9502578568274425,"(3.316, 4.145]",2.0,baseline,8.05426371510245e-05,-4.093974154696457
2136,4,4.067528285717876,"(3.316, 4.145]",2.0,baseline,4.959647548711214e-05,-4.304549185019583
2141,2,3.721539187174258,"(3.316, 4.145]",2.0,baseline,1.7932418611709238e-05,-4.74636113158221
2146,6,3.406412064733418,"(3.316, 4.145]",2.0,baseline,3.127159154371597e-05,-4.504850015109346
2203,38,4.620442175709237,"(4.145, 4.807]",2.0,baseline,0.00014374721495757342,-3.8424005608315475
2232,2,3.590415599522278,"(3.316, 4.145]",2.0,baseline,2.4272606492551073e-05,-4.614883584832002
2236,77,5.058162468448608,"(4.807, 9.624]",2.0,baseline,0.00016275751158111636,-3.788458958747797
2237,5,3.964071432913103,"(3.316, 4.145]",2.0,baseline,6.556978840602523e-05,-4.1832962178012885
2239,2,5.64385237893041,"(4.807, 9.624]",2.0,baseline,0.0001472851479056825,-3.8318410447922027
2293,1,1.0986122886681098,"(0.692, 3.316]",2.0,baseline,3.169690895012891e-06,-5.498983087667301
2301,74,5.395329107155215,"(4.807, 9.624]",2.0,baseline,0.00014941375113815473,-3.825609430843266
2310,1,5.908082938168931,"(4.807, 9.624]",2.0,baseline,4.747184251072917e-05,-4.3235639118099
2321,15,4.275772978459233,"(4.145, 4.807]",2.0,baseline,5.986056954792137e-05,-4.222859155348439
2328,13,5.515555392840854,"(4.807, 9.624]",2.0,baseline,0.00012921368194392856,-3.8886914981199494
2375,25,3.8863398884915075,"(3.316, 4.145]",2.0,baseline,8.550731613020519e-05,-4.067996724815178
2450,9,4.819895289294766,"(4.807, 9.624]",2.0,baseline,8.496054911611498e-05,-4.070782689326071
2515,2,2.312486406642136,"(0.692, 3.316]",2.0,baseline,5.324284871450384e-06,-5.273738716009313
2521,5,3.331618330404818,"(3.316, 4.145]",2.0,baseline,6.090969654540349e-05,-4.21531356416604
2537,14,3.6120989969580912,"(3.316, 4.145]",2.0,baseline,4.104188297011316e-05,-4.3867727223414095
2567,6,4.585042781951126,"(4.145, 4.807]",2.0,baseline,0.00010517791580731116,-3.978075439363521
2612,1,3.871201010907891,"(3.316, 4.145]",2.0,baseline,1.2871122744587161e-05,-4.890383568051986
2615,13,3.157779231797316,"(0.692, 3.316]",2.0,baseline,2.395071739898587e-05,-4.6206814735749
2616,16,4.12664926388374,"(3.316, 4.145]",2.0,baseline,6.341005253183242e-05,-4.197841887023171
2667,10,4.436346035371465,"(4.145, 4.807]",2.0,baseline,8.01061647015009e-05,-4.096334060784377
2688,21,4.5142457694147735,"(4.145, 4.807]",2.0,baseline,7.252802672898482e-05,-4.139494138233428
2692,11,4.1771530704423006,"(4.145, 4.807]",2.0,baseline,2.8213939884664793e-05,-4.549536263341477
2699,2,6.170804139161433,"(4.807, 9.624]",2.0,baseline,0.00010616643395429771,-3.974012770002533
2722,2,3.0307284594640085,"(0.692, 3.316]",2.0,baseline,1.3984133298961203e-05,-4.854364444926536
2757,25,3.894620558883027,"(3.316, 4.145]",2.0,baseline,5.614036577428282e-05,-4.250724762110644
2783,4,3.974319099093118,"(3.316, 4.145]",2.0,baseline,3.428690012076372e-05,-4.4648717776818705
2800,5,3.2478785011829006,"(0.692, 3.316]",2.0,baseline,2.372682943373618e-05,-4.624760291762808
2801,25,5.951635760354484,"(4.807, 9.624]",2.0,baseline,0.00045589776267637266,-3.3411325390980813
2827,38,4.396497626886908,"(4.145, 4.807]",2.0,baseline,8.339626123817852e-05,-4.078853418906919
2878,4,3.9145389429690285,"(3.316, 4.145]",2.0,baseline,5.186441944793793e-05,-4.285130479080838
2906,17,4.3524486644568166,"(4.145, 4.807]",2.0,baseline,5.8297992009946296e-05,-4.234346403628949
2924,39,4.549894756100528,"(4.145, 4.807]",2.0,baseline,8.169103026153956e-05,-4.087825626720639
2929,1,2.833213344056216,"(0.692, 3.316]",2.0,baseline,1.456216361158098e-05,-4.836774093789323
2967,1,2.8903717578961645,"(0.692, 3.316]",2.0,baseline,8.299546447698241e-06,-5.08094564023163
3061,4,4.022090488355872,"(3.316, 4.145]",2.0,baseline,8.268243786536662e-05,-4.082586726821385
3062,2,3.3961722137354045,"(3.316, 4.145]",2.0,baseline,2.604157476196515e-05,-4.584332757056497
3168,4,5.560134714810646,"(4.807, 9.624]",2.0,baseline,0.0001960185141215225,-3.707702907209429
3222,29,3.6961301367479997,"(3.316, 4.145]",2.0,baseline,5.06546089351292e-05,-4.29538103314616
3228,29,3.932952558852825,"(3.316, 4.145]",2.0,baseline,6.260227509875514e-05,-4.203409883325021
3229,1,2.6390573296152584,"(0.692, 3.316]",2.0,baseline,1.1090124397913757e-05,-4.95506358234277
3234,5,3.344104918519462,"(3.316, 4.145]",2.0,baseline,2.605099755070713e-05,-4.584175641943238
3237,3,4.377556693464323,"(4.145, 4.807]",2.0,baseline,5.2439096875568816e-05,-4.280344796488712
3266,2,3.1639683918645973,"(0.692, 3.316]",2.0,baseline,1.768969205762679e-05,-4.752279727228065
3295,22,4.639066077476986,"(4.145, 4.807]",2.0,baseline,0.00010950849125889037,-3.9605522044411696
3296,2,4.759977577213757,"(4.145, 4.807]",2.0,baseline,6.714841857821109e-05,-4.172964211004855
3330,25,4.127319996045188,"(3.316, 4.145]",2.0,baseline,8.91157962380148e-05,-4.0500453081857515
3345,1,6.016157159698354,"(4.807, 9.624]",2.0,baseline,5.111609228192841e-05,-4.291442354483137
3354,1,4.04305126783455,"(3.316, 4.145]",2.0,baseline,2.0368758853708664e-05,-4.691035433415525
3393,42,4.717329748060491,"(4.145, 4.807]",2.0,baseline,0.00010364198258046482,-3.9844642879332177
3526,7,5.0506266569601905,"(4.807, 9.624]",2.0,baseline,0.0001547108591556016,-3.8104792020999763
3608,10,3.9464500559354176,"(3.316, 4.145]",2.0,baseline,4.82618126165272e-05,-4.316396370894444
3686,5,3.6865348269702323,"(3.316, 4.145]",2.0,baseline,2.8058788515000345e-05,-4.551931084291573
3688,4,4.934956695340151,"(4.807, 9.624]",2.0,baseline,0.00013046155743912528,-3.8845174412115027
3728,44,4.629819473944528,"(4.145, 4.807]",2.0,baseline,9.599871448126179e-05,-4.017734582558686
3740,6,4.920069647712081,"(4.807, 9.624]",2.0,baseline,9.714521777560058e-05,-4.012578573806219
3771,2,4.345573249269838,"(4.145, 4.807]",2.0,baseline,5.8154409946221764e-05,-4.235417346409466
3772,13,4.213517102673629,"(4.145, 4.807]",2.0,baseline,6.034676635193589e-05,-4.219345996372527
3776,4,3.450095169091868,"(3.316, 4.145]",2.0,baseline,2.9375373096427216e-05,-4.53201660871372
3799,1,3.713572066704308,"(3.316, 4.145]",2.0,baseline,7.289305027682897e-06,-5.137313875938545
3800,2,3.6149193890756255,"(3.316, 4.145]",2.0,baseline,2.629426841903993e-05,-4.580138907983969
3809,22,4.507700200523256,"(4.145, 4.807]",2.0,baseline,9.023239734102854e-05,-4.04463750391851
3814,15,3.4142325547371426,"(3.316, 4.145]",2.0,baseline,2.5916473248221885e-05,-4.586424098212172
3865,8,3.565372594107119,"(3.316, 4.145]",2.0,baseline,4.51374850009936e-05,-4.3454626428794185
3882,1,3.828641396489095,"(3.316, 4.145]",2.0,baseline,4.455489565328006e-06,-5.3511045691043115
3955,23,4.406946460994611,"(4.145, 4.807]",2.0,baseline,6.812106340461623e-05,-4.16671858109769
4006,6,3.522114345535549,"(3.316, 4.145]",2.0,baseline,3.927603546713951e-05,-4.405872356466552
4015,8,2.9094382273433954,"(0.692, 3.316]",2.0,baseline,3.52106601138974e-05,-4.453325832892447
4025,11,3.795284058298553,"(3.316, 4.145]",2.0,baseline,5.198784251611215e-05,-4.284098205316744
4048,2,1.9944920232821373,"(0.692, 3.316]",2.0,baseline,7.354007007610234e-06,-5.1334759606291085
4166,1,3.58351893845611,"(3.316, 4.145]",2.0,baseline,2.337575656665026e-05,-4.631234324095909
4228,2,3.119162312519754,"(0.692, 3.316]",2.0,baseline,1.286794511641874e-05,-4.8904908000926754
4360,3,5.006165758755718,"(4.807, 9.624]",2.0,baseline,0.00012750595259532628,-3.894469539787219
4379,1,2.4849066497880004,"(0.692, 3.316]",2.0,baseline,4.454474094537376e-06,-5.351203562406562
4395,1,3.2188758248682006,"(0.692, 3.316]",2.0,baseline,5.827087233294578e-06,-5.234548480338733
4397,3,5.484411189733714,"(4.807, 9.624]",2.0,baseline,0.000161717153479226,-3.7912439116565966
4423,2,2.1383330595080277,"(0.692, 3.316]",2.0,baseline,7.451597654436427e-06,-5.127750602672118
4431,8,4.72844743617968,"(4.145, 4.807]",2.0,baseline,8.697442160531653e-05,-4.060608450702876
4434,11,2.8761136882640046,"(0.692, 3.316]",2.0,baseline,3.829332364273224e-05,-4.416876937725036
4454,5,3.204695446366479,"(0.692, 3.316]",2.0,baseline,2.4517251417608086e-05,-4.61052821935243
4473,4,3.7848227534237306,"(3.316, 4.145]",2.0,baseline,6.103990850416495e-05,-4.214386126038859
4501,8,4.0906897536143,"(3.316, 4.145]",2.0,baseline,6.489053591962599e-05,-4.187818639064004
4541,5,4.697288803724007,"(4.145, 4.807]",2.0,baseline,5.6354645494169146e-05,-4.249070277855211
4557,2,4.156926133699104,"(4.145, 4.807]",2.0,baseline,3.78127731516254e-05,-4.422361470738923
4601,10,5.000791613401018,"(4.807, 9.624]",2.0,baseline,8.715101658935906e-05,-4.059727542615101
4602,8,4.029249652609832,"(3.316, 4.145]",2.0,baseline,4.749985100559275e-05,-4.323307752639352
4619,7,4.201632289925869,"(4.145, 4.807]",2.0,baseline,8.356252782354862e-05,-4.077988430788267
4643,15,5.1004060096202135,"(4.807, 9.624]",2.0,baseline,0.00015706127040276515,-3.803930894043512
4689,1,3.9512437185814275,"(3.316, 4.145]",2.0,baseline,5.236010113403154e-06,-5.280999523276564
4696,5,4.90129789834595,"(4.807, 9.624]",2.0,baseline,0.0001397766013626835,-3.854565523508616
4705,11,5.189217289508431,"(4.807, 9.624]",2.0,baseline,0.00015932294665496515,-3.797721669974502
4712,7,4.728906438675458,"(4.145, 4.807]",2.0,baseline,0.0001974799222324074,-3.704477052477638
4792,1,2.6390573296152584,"(0.692, 3.316]",2.0,baseline,4.298926093666819e-06,-5.366640021128301
4803,1,3.9512437185814275,"(3.316, 4.145]",2.0,baseline,1.6561612941958683e-05,-4.7808973693820205
4812,22,3.9233383693081523,"(3.316, 4.145]",2.0,baseline,7.365402474469686e-05,-4.132803516619648
4877,3,3.5263944464941055,"(3.316, 4.145]",2.0,baseline,0.00010388818870194596,-3.983433825620447
4903,5,4.4935440685096975,"(4.145, 4.807]",2.0,baseline,0.00014079497551102154,-3.851412843395421
4990,3,3.0697799572141995,"(0.692, 3.316]",2.0,baseline,2.5790062535034302e-05,-4.588547604795471
5012,2,2.3221954495706862,"(0.692, 3.316]",2.0,baseline,7.802800763977842e-06,-5.107749482179646
5025,8,5.406993959653235,"(4.807, 9.624]",2.0,baseline,0.00013206435847241388,-3.8792143739622675
5063,3,3.6921859173740827,"(3.316, 4.145]",2.0,baseline,2.4942231661060966e-05,-4.603064691405819
5099,1,1.791759469228055,"(0.692, 3.316]",2.0,baseline,2.9124994399721404e-06,-5.535734149473918
5124,4,3.4176581879612824,"(3.316, 4.145]",2.0,baseline,5.585727954462206e-05,-4.252920219861824
5139,11,3.5156032806327446,"(3.316, 4.145]",2.0,baseline,4.128111375973408e-05,-4.3842485940072615
5177,6,3.570558482446952,"(3.316, 4.145]",2.0,baseline,4.293677940466496e-05,-4.367170534171716
5206,6,4.616016225691729,"(4.145, 4.807]",2.0,baseline,0.00011359960802062417,-3.9446231671705427
5213,10,4.059254485390449,"(3.316, 4.145]",2.0,baseline,0.00010329089246747749,-3.985937970111473
5239,2,6.657785235587103,"(4.807, 9.624]",2.0,baseline,8.500474244757173e-05,-4.0705568441521
5274,18,4.743479384101125,"(4.145, 4.807]",2.0,baseline,6.149890551224918e-05,-4.2111326132362965
5330,1,3.8066624897703196,"(3.316, 4.145]",2.0,baseline,2.6898487946008864e-05,-4.570272132457122
5393,1,3.258096538021482,"(0.692, 3.316]",2.0,baseline,6.007895805779842e-06,-5.22127760785596
5395,15,5.1855095059571745,"(4.807, 9.624]",2.0,baseline,0.0001391009314726867,-3.856669961797361
5419,17,4.145233838818315,"(3.316, 4.145]",2.0,baseline,5.934816639438705e-05,-4.226592694352205
5436,1,4.61512051684126,"(4.145, 4.807]",2.0,baseline,2.5246297441559205e-05,-4.59780230541093
5580,3,4.276521411684357,"(4.145, 4.807]",2.0,baseline,2.291881183112738e-05,-4.639807901039747
5657,5,4.160117682544203,"(4.145, 4.807]",2.0,baseline,3.1594499158202743e-05,-4.500388524761233
5696,7,4.993384235694472,"(4.807, 9.624]",2.0,baseline,6.245428262717601e-05,-4.204437775743333
5706,2,2.3937458713910233,"(0.692, 3.316]",2.0,baseline,7.836356957736607e-06,-5.105885789465915
5730,15,3.837131989042587,"(3.316, 4.145]",2.0,baseline,6.458369006356167e-05,-4.189877144694215
5767,3,3.7390256010617957,"(3.316, 4.145]",2.0,baseline,0.00013691956753109256,-3.8635344812779286
5784,1,3.4339872044851463,"(3.316, 4.145]",2.0,baseline,7.442045818849867e-06,-5.128307660461702
5792,1,5.455321115357702,"(4.807, 9.624]",2.0,baseline,1.064666846627511e-05,-4.972786269508311
5846,1,5.030437921392435,"(4.807, 9.624]",2.0,baseline,2.7864637323799505e-05,-4.5549466051933765
5851,2,5.11416044530935,"(4.807, 9.624]",2.0,baseline,4.6908665747783344e-05,-4.328746919783945
5927,6,4.355575928385474,"(4.145, 4.807]",2.0,baseline,5.874302251943079e-05,-4.23104371137571
5941,1,5.583496308781699,"(4.807, 9.624]",2.0,baseline,4.35880763572779e-05,-4.360632296980338
5999,2,3.9160070902527346,"(3.316, 4.145]",2.0,baseline,5.71005219734025e-05,-4.243359921716809
6036,2,2.0471722811110507,"(0.692, 3.316]",2.0,baseline,8.394092680212881e-06,-5.076026239999102
6151,20,4.21046627820449,"(4.145, 4.807]",2.0,baseline,5.722199431853974e-05,-4.242437010102171
6177,1,4.553876891600541,"(4.145, 4.807]",2.0,baseline,2.1688532445108497e-05,-4.663769833534629
6186,2,4.022152703495319,"(3.316, 4.145]",2.0,baseline,3.031082685960271e-05,-4.518402216200352
6189,3,2.9851493741157973,"(0.692, 3.316]",2.0,baseline,3.265291588064669e-05,-4.486078030489031
6209,2,3.6039299357162378,"(3.316, 4.145]",2.0,baseline,3.702029486766115e-05,-4.431560126401912
6225,6,3.4063591294347866,"(3.316, 4.145]",2.0,baseline,3.599009936042859e-05,-4.44381695435775
6246,3,3.8611932074746136,"(3.316, 4.145]",2.0,baseline,3.4147088694159964e-05,-4.4666463173985065
6284,2,4.900173396808308,"(4.807, 9.624]",2.0,baseline,9.522668969355693e-05,-4.021241312517608
6306,4,5.520731222177989,"(4.807, 9.624]",2.0,baseline,0.00011788515758359692,-3.9285408716251635
6330,3,4.740303888008118,"(4.145, 4.807]",2.0,baseline,6.23918020197615e-05,-4.20487247075789
6333,1,4.6443908991413725,"(4.145, 4.807]",2.0,baseline,1.5400353623061055e-05,-4.812469306775169
6360,4,4.834246584929013,"(4.807, 9.624]",2.0,baseline,9.68018798638861e-05,-4.0141162087392805
6391,5,4.122393545724366,"(3.316, 4.145]",2.0,baseline,7.136821084748876e-05,-4.146495190573917
6395,5,3.517311771583458,"(3.316, 4.145]",2.0,baseline,4.965909416333801e-05,-4.30400120671967
6479,1,4.48863636973214,"(4.145, 4.807]",2.0,baseline,2.3941099231860976e-05,-4.620855913270797
6489,6,4.579082003251602,"(4.145, 4.807]",2.0,baseline,9.090678844790782e-05,-4.041403684705571
6534,3,4.123918853723701,"(3.316, 4.145]",2.0,baseline,5.014793282035229e-05,-4.299746964602038
6581,1,4.477336814478207,"(4.145, 4.807]",2.0,baseline,1.2370465353758215e-05,-4.907613962717852
6633,2,5.629880377272004,"(4.807, 9.624]",2.0,baseline,5.765942024032432e-05,-4.239129728713226
6650,20,4.617457878722822,"(4.145, 4.807]",2.0,baseline,9.080191329057255e-05,-4.0419050003469374
6652,4,5.023569076250327,"(4.807, 9.624]",2.0,baseline,5.858717071585053e-05,-4.232197474379623
6660,1,4.59511985013459,"(4.145, 4.807]",2.0,baseline,2.9512169588314886e-05,-4.5299988621504
6708,1,3.7612001156935624,"(3.316, 4.145]",2.0,baseline,1.8532928095417516e-05,-4.732055959244518
6734,12,4.2444954788260985,"(4.145, 4.807]",2.0,baseline,6.839065519124017e-05,-4.165003235650254
6746,6,2.1015759312390023,"(0.692, 3.316]",2.0,baseline,1.4285717639377194e-05,-4.845097938060858
6785,1,4.189654742026425,"(4.145, 4.807]",2.0,baseline,1.294480482454532e-05,-4.887904493260162
6806,6,4.886706295031511,"(4.807, 9.624]",2.0,baseline,0.0001302192360204841,-3.8853248569315375
6822,10,5.256976448687808,"(4.807, 9.624]",2.0,baseline,0.0001811295876660531,-3.7420106015328067
6860,1,3.8066624897703196,"(3.316, 4.145]",2.0,baseline,1.0781521867828713e-05,-4.967319931899695
6881,8,2.9986069633280783,"(0.692, 3.316]",2.0,baseline,2.7809827940573513e-05,-4.555801698107816
6916,2,5.0337377013207885,"(4.807, 9.624]",2.0,baseline,4.781175114981986e-05,-4.3204653495738965
6954,1,1.6094379124341003,"(0.692, 3.316]",2.0,baseline,4.945382347618997e-06,-5.305800125696352
6956,1,5.198497031265826,"(4.807, 9.624]",2.0,baseline,7.938080402492948e-05,-4.100284506564887
7028,2,2.962127898707266,"(0.692, 3.316]",2.0,baseline,5.581314076311311e-06,-5.25326353781823
7048,13,4.834745405032468,"(4.807, 9.624]",2.0,baseline,9.128294487935074e-05,-4.03961035758829
7051,15,4.956834312543802,"(4.807, 9.624]",2.0,baseline,0.00012651309159365784,-3.897864531304756
7070,28,4.509341859173334,"(4.145, 4.807]",2.0,baseline,6.970245196289519e-05,-4.15675194420866
7143,3,3.835541887607233,"(3.316, 4.145]",2.0,baseline,3.066934001755325e-05,-4.513295569626212
7178,4,4.084617242179079,"(3.316, 4.145]",2.0,baseline,3.283317913637952e-05,-4.483687063827434
7183,1,2.5649493574615367,"(0.692, 3.316]",2.0,baseline,7.2276087498147715e-06,-5.141005365020273
7221,2,3.704265283447313,"(3.316, 4.145]",2.0,baseline,1.1218892407196363e-05,-4.950050016982408
7272,4,2.336392580309072,"(0.692, 3.316]",2.0,baseline,1.056356389632025e-05,-4.976189536405961
7335,4,4.297887529710876,"(4.145, 4.807]",2.0,baseline,5.7080387485775815e-05,-4.243513087373034
7358,1,4.007333185232471,"(3.316, 4.145]",2.0,baseline,2.143792454765331e-05,-4.668817261942486
7501,9,4.220079856712373,"(4.145, 4.807]",2.0,baseline,6.203915104294553e-05,-4.207334153796646
7536,2,4.18132121578382,"(4.145, 4.807]",2.0,baseline,2.2765067186318334e-05,-4.642731063624877
7555,2,5.505215850661887,"(4.807, 9.624]",2.0,baseline,0.0002730194227082853,-3.5638064559812808
7562,4,5.444846350717867,"(4.807, 9.624]",2.0,baseline,0.00011040822931701838,-3.9569985551052356
